Clave Estado-Municipio,Clave Estado,Clave Municipio,Estado,Municipio,Grado de Rezago Social 2015,Población 2015,Ranking nacional
21-120,21,120,Puebla,San Antonio Cañada,Alto,5590,415
21-118,21,118,Puebla,Los Reyes de Juárez,Medio,27454,1109
21-117,21,117,Puebla,Rafael Lara Grajales,Bajo,14159,1693
21-116,21,116,Puebla,Quimixtlán,Alto,22136,314
21-115,21,115,Puebla,Quecholac,Alto,50962,700
21-114,21,114,Puebla,Puebla,Muy bajo,1576259,2291
21-113,21,113,Puebla,Piaxtla,Medio,4322,1151
21-112,21,112,Puebla,Petlalcingo,Medio,9623,922
21-137,21,137,Puebla,San Nicolás Buenos Aires,Medio,9972,879
21-119,21,119,Puebla,San Andrés Cholula,Muy bajo,137290,2355
21-139,21,139,Puebla,San Pablo Anicano,Medio,3534,1198
21-152,21,152,Puebla,Soltepec,Medio,12226,995
21-163,21,163,Puebla,Tepatlaxco de Hidalgo,Medio,17472,1033
21-140,21,140,Puebla,San Pedro Cholula,Bajo,129032,1956
21-162,21,162,Puebla,Tepango de Rodríguez,Alto,3947,249
21-161,21,161,Puebla,Tepanco de López,Medio,20580,1218
21-160,21,160,Puebla,Teotlalco,Medio,3135,1233
21-158,21,158,Puebla,Tenampulco,Alto,6975,528
21-157,21,157,Puebla,Tehuitzingo,Medio,11156,1061
21-156,21,156,Puebla,Tehuacán,Bajo,319375,1618
21-155,21,155,Puebla,Tecomatlán,Medio,5461,1125
21-154,21,154,Puebla,Tecamachalco,Bajo,77061,1494
21-153,21,153,Puebla,Tecali de Herrera,Bajo,21992,1573
21-159,21,159,Puebla,Teopantlán,Alto,3707,442
21-144,21,144,Puebla,San Salvador Huixcolotla,Medio,14810,1144
21-146,21,146,Puebla,Santa Catarina Tlaltempan,Alto,756,670
21-151,21,151,Puebla,Santo Tomás Hueyotlipan,Bajo,8511,1669
21-143,21,143,Puebla,San Salvador el Verde,Bajo,31355,1563
21-141,21,141,Puebla,San Pedro Yeloixtlahuaca,Medio,3320,1319
21-145,21,145,Puebla,San Sebastián Tlacotepec,Muy alto,14092,86
21-142,21,142,Puebla,San Salvador el Seco,Medio,30303,914
21-147,21,147,Puebla,Santa Inés Ahuatempan,Alto,6289,605
21-148,21,148,Puebla,Santa Isabel Cholula,Alto,9236,712
21-149,21,149,Puebla,Santiago Miahuatlán,Medio,25228,802
21-150,21,150,Puebla,Huehuetlán el Grande,Alto,7242,691
20-342,20,342,Oaxaca,San Raymundo Jalpan,Bajo,3336,1933
20-341,20,341,Oaxaca,San Pedro Yucunama,Medio,236,967
20-343,20,343,Oaxaca,San Sebastián Abasolo,Medio,1933,820
20-344,20,344,Oaxaca,San Sebastián Coatlán,Alto,2678,489
20-345,20,345,Oaxaca,San Sebastián Ixcapa,Medio,4072,946
20-346,20,346,Oaxaca,San Sebastián Nicananduta,Medio,1441,744
20-347,20,347,Oaxaca,San Sebastián Río Hondo,Alto,3587,287
20-348,20,348,Oaxaca,San Sebastián Tecomaxtlahuaca,Alto,8352,412
20-357,20,357,Oaxaca,Santa Ana Tavela,Alto,762,523
20-352,20,352,Oaxaca,San Simón Zahuatlán,Muy alto,3526,43
20-349,20,349,Oaxaca,San Sebastián Teitipac,Alto,1967,432
20-350,20,350,Oaxaca,San Sebastián Tutla,Muy bajo,18195,2429
20-351,20,351,Oaxaca,San Simón Almolongas,Alto,2820,466
20-353,20,353,Oaxaca,Santa Ana,Alto,2153,546
20-354,20,354,Oaxaca,Santa Ana Ateixtlahuaca,Muy alto,516,63
20-355,20,355,Oaxaca,Santa Ana Cuauhtémoc,Alto,727,232
20-339,20,339,Oaxaca,San Pedro y San Pablo Teposcolula,Medio,4016,1308
20-356,20,356,Oaxaca,Santa Ana del Valle,Medio,2067,927
20-340,20,340,Oaxaca,San Pedro y San Pablo Tequixtepec,Alto,1680,716
20-327,20,327,Oaxaca,San Pedro Tapanatepec,Medio,15152,1064
20-338,20,338,Oaxaca,Villa de Etla,Bajo,10737,1544
20-326,20,326,Oaxaca,San Pedro Sochiápam,Alto,5134,197
20-319,20,319,Oaxaca,San Pedro Mixtepec -Dto. 26 -,Alto,1074,363
20-359,20,359,Oaxaca,Santa Ana Yareni,Alto,918,237
20-320,20,320,Oaxaca,San Pedro Molinos,Alto,668,298
20-321,20,321,Oaxaca,San Pedro Nopala,Alto,720,667
20-322,20,322,Oaxaca,San Pedro Ocopetatillo,Muy alto,790,163
20-323,20,323,Oaxaca,San Pedro Ocotepec,Alto,2098,209
20-324,20,324,Oaxaca,San Pedro Pochutla,Alto,47476,703
20-325,20,325,Oaxaca,San Pedro Quiatoni,Alto,10810,279
20-328,20,328,Oaxaca,San Pedro Taviche,Muy alto,1208,128
20-337,20,337,Oaxaca,San Pedro y San Pablo Ayutla,Muy alto,4813,158
20-329,20,329,Oaxaca,San Pedro Teozacoalco,Alto,1225,396
20-330,20,330,Oaxaca,San Pedro Teutila,Alto,4232,350
20-331,20,331,Oaxaca,San Pedro Tidaá,Alto,873,352
20-332,20,332,Oaxaca,San Pedro Topiltepec,Alto,343,621
20-333,20,333,Oaxaca,San Pedro Totolápam,Medio,2626,1344
20-334,20,334,Oaxaca,Villa de Tututepec de Melchor Ocampo,Medio,46152,837
20-335,20,335,Oaxaca,San Pedro Yaneri,Alto,910,340
20-336,20,336,Oaxaca,San Pedro Yólox,Alto,1698,625
20-358,20,358,Oaxaca,Santa Ana Tlapacoyan,Alto,1950,521
20-385,20,385,Oaxaca,Santa Cruz Xoxocotlán,Bajo,93188,1710
20-360,20,360,Oaxaca,Santa Ana Zegache,Alto,3773,382
20-391,20,391,Oaxaca,Santa Lucía Miahuatlán,Muy alto,3361,30
20-383,20,383,Oaxaca,Santa Cruz Tayata,Alto,583,329
20-384,20,384,Oaxaca,Santa Cruz Xitla,Muy alto,4754,169
20-400,20,400,Oaxaca,Santa María Camotlán,Medio,1568,1042
20-386,20,386,Oaxaca,Santa Cruz Zenzontepec,Muy alto,18512,41
20-387,20,387,Oaxaca,Santa Gertrudis,Medio,2914,969
20-388,20,388,Oaxaca,Santa Inés del Monte,Muy alto,2372,121
20-389,20,389,Oaxaca,Santa Inés Yatzeche,Alto,952,221
20-390,20,390,Oaxaca,Santa Lucía del Camino,Muy bajo,49459,2270
20-392,20,392,Oaxaca,Santa Lucía Monteverde,Muy alto,6398,25
20-361,20,361,Oaxaca,Santa Catalina Quierí,Alto,871,277
20-393,20,393,Oaxaca,Santa Lucía Ocotlán,Alto,3855,245
20-394,20,394,Oaxaca,Santa María Alotepec,Alto,2766,453
20-395,20,395,Oaxaca,Santa María Apazco,Muy alto,1720,40
20-396,20,396,Oaxaca,Santa María la Asunción,Muy alto,3237,107
20-397,20,397,Oaxaca,Heroica Ciudad de Tlaxiaco,Medio,39945,841
20-398,20,398,Oaxaca,Ayoquezco de Aldama,Alto,4418,558
20-399,20,399,Oaxaca,Santa María Atzompa,Bajo,34115,1718
20-317,20,317,Oaxaca,San Pedro Mártir Yucuxaco,Alto,1239,391
20-382,20,382,Oaxaca,Santa Cruz Tacahua,Muy alto,1116,123
20-381,20,381,Oaxaca,Santa Cruz Tacache de Mina,Bajo,2675,1447
20-380,20,380,Oaxaca,Santa Cruz Papalutla,Alto,2127,618
20-379,20,379,Oaxaca,Santa Cruz Nundaco,Alto,2921,182
20-362,20,362,Oaxaca,Santa Catarina Cuixtla,Medio,1427,774
20-363,20,363,Oaxaca,Santa Catarina Ixtepeji,Medio,2572,936
20-364,20,364,Oaxaca,Santa Catarina Juquila,Alto,15987,548
20-365,20,365,Oaxaca,Santa Catarina Lachatao,Alto,1068,559
20-366,20,366,Oaxaca,Santa Catarina Loxicha,Alto,3905,265
20-367,20,367,Oaxaca,Santa Catarina Mechoacán,Alto,4460,292
20-368,20,368,Oaxaca,Santa Catarina Minas,Medio,1930,834
20-369,20,369,Oaxaca,Santa Catarina Quiané,Bajo,1931,1366
20-370,20,370,Oaxaca,Santa Catarina Tayata,Medio,663,825
20-371,20,371,Oaxaca,Santa Catarina Ticuá,Alto,1031,317
20-372,20,372,Oaxaca,Santa Catarina Yosonotú,Muy alto,1556,64
20-373,20,373,Oaxaca,Santa Catarina Zapoquila,Alto,366,571
20-374,20,374,Oaxaca,Santa Cruz Acatepec,Muy alto,1548,46
20-375,20,375,Oaxaca,Santa Cruz Amilpas,Bajo,12814,1932
20-376,20,376,Oaxaca,Santa Cruz de Bravo,Medio,356,768
20-377,20,377,Oaxaca,Santa Cruz Itundujia,Muy alto,11616,166
20-378,20,378,Oaxaca,Santa Cruz Mixtepec,Alto,3425,583
20-318,20,318,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Bajo,48336,1435
20-263,20,263,Oaxaca,San Miguel Coatlán,Muy alto,3178,117
20-316,20,316,Oaxaca,San Pedro Mártir Quiechapa,Alto,693,481
20-262,20,262,Oaxaca,San Miguel Amatlán,Medio,993,978
20-254,20,254,Oaxaca,San Mateo Río Hondo,Alto,3133,258
20-255,20,255,Oaxaca,San Mateo Sindihui,Alto,2019,392
20-256,20,256,Oaxaca,San Mateo Tlapiltepec,Medio,224,1170
20-257,20,257,Oaxaca,San Melchor Betaza,Alto,986,313
20-258,20,258,Oaxaca,San Miguel Achiutla,Alto,712,601
20-259,20,259,Oaxaca,San Miguel Ahuehuetitlán,Alto,2360,179
20-260,20,260,Oaxaca,San Miguel Aloápam,Alto,2172,535
20-261,20,261,Oaxaca,San Miguel Amatitlán,Alto,7549,407
20-264,20,264,Oaxaca,San Miguel Chicahua,Muy alto,2097,146
20-315,20,315,Oaxaca,San Pedro Mártir,Muy alto,1694,57
20-265,20,265,Oaxaca,San Miguel Chimalapa,Alto,6817,474
20-266,20,266,Oaxaca,San Miguel del Puerto,Alto,8362,457
20-267,20,267,Oaxaca,San Miguel del Río,Alto,244,557
20-268,20,268,Oaxaca,San Miguel Ejutla,Medio,1014,814
20-269,20,269,Oaxaca,San Miguel el Grande,Alto,4109,389
20-270,20,270,Oaxaca,San Miguel Huautla,Muy alto,1094,61
20-271,20,271,Oaxaca,San Miguel Mixtepec,Muy alto,2644,111
20-272,20,272,Oaxaca,San Miguel Panixtlahuaca,Alto,6422,353
20-253,20,253,Oaxaca,San Mateo Piñas,Muy alto,2084,65
20-252,20,252,Oaxaca,San Mateo Peñasco,Muy alto,2062,172
20-251,20,251,Oaxaca,San Mateo Nejápam,Alto,1144,388
20-250,20,250,Oaxaca,San Mateo Etlatongo,Medio,1107,903
20-402,20,402,Oaxaca,Santa María Cortijo,Medio,1075,1041
20-234,20,234,Oaxaca,San Lucas Zoquiápam,Muy alto,7250,113
20-235,20,235,Oaxaca,San Luis Amatlán,Alto,3642,306
20-236,20,236,Oaxaca,San Marcial Ozolotepec,Muy alto,1557,27
20-237,20,237,Oaxaca,San Marcos Arteaga,Medio,1422,1312
20-238,20,238,Oaxaca,San Martín de los Cansecos,Alto,851,595
20-239,20,239,Oaxaca,San Martín Huamelúlpam,Alto,1010,476
20-240,20,240,Oaxaca,San Martín Itunyoso,Muy alto,2298,17
20-241,20,241,Oaxaca,San Martín Lachilá,Alto,1087,495
20-242,20,242,Oaxaca,San Martín Peras,Muy alto,12246,45
20-243,20,243,Oaxaca,San Martín Tilcajete,Medio,1821,1000
20-244,20,244,Oaxaca,San Martín Toxpalan,Medio,3787,761
20-245,20,245,Oaxaca,San Martín Zacatepec,Alto,1265,607
20-246,20,246,Oaxaca,San Mateo Cajonos,Alto,616,459
20-247,20,247,Oaxaca,Capulálpam de Méndez,Muy bajo,1549,2135
20-248,20,248,Oaxaca,San Mateo del Mar,Muy alto,14835,11
20-249,20,249,Oaxaca,San Mateo Yoloxochitlán,Alto,3614,426
20-273,20,273,Oaxaca,San Miguel Peras,Muy alto,3287,83
20-274,20,274,Oaxaca,San Miguel Piedras,Muy alto,1271,151
20-275,20,275,Oaxaca,San Miguel Quetzaltepec,Alto,8119,227
20-296,20,296,Oaxaca,San Pablo Macuiltianguis,Medio,890,908
20-298,20,298,Oaxaca,San Pablo Villa de Mitla,Alto,12511,737
20-299,20,299,Oaxaca,San Pablo Yaganiza,Medio,1063,890
20-300,20,300,Oaxaca,San Pedro Amuzgos,Alto,6664,480
20-301,20,301,Oaxaca,San Pedro Apóstol,Medio,1505,750
20-302,20,302,Oaxaca,San Pedro Atoyac,Alto,4539,334
20-303,20,303,Oaxaca,San Pedro Cajonos,Medio,1089,800
20-304,20,304,Oaxaca,San Pedro Coxcaltepec Cántaros,Muy alto,735,132
20-305,20,305,Oaxaca,San Pedro Comitancillo,Bajo,4234,2103
20-306,20,306,Oaxaca,San Pedro el Alto,Muy alto,3551,139
20-307,20,307,Oaxaca,San Pedro Huamelula,Medio,10014,833
20-308,20,308,Oaxaca,San Pedro Huilotepec,Medio,3146,812
20-309,20,309,Oaxaca,San Pedro Ixcatlán,Muy alto,11653,147
20-310,20,310,Oaxaca,San Pedro Ixtlahuaca,Alto,8561,470
20-311,20,311,Oaxaca,San Pedro Jaltepetongo,Muy alto,545,145
20-312,20,312,Oaxaca,San Pedro Jicayán,Alto,12387,256
20-313,20,313,Oaxaca,San Pedro Jocotipac,Alto,779,196
20-314,20,314,Oaxaca,San Pedro Juchatengo,Medio,1561,1223
20-297,20,297,Oaxaca,San Pablo Tijaltepec,Muy alto,2504,135
20-295,20,295,Oaxaca,San Pablo Huixtepec,Bajo,9313,1420
20-276,20,276,Oaxaca,San Miguel Santa Flor,Muy alto,702,110
20-294,20,294,Oaxaca,San Pablo Huitzo,Bajo,7024,1502
20-277,20,277,Oaxaca,Villa Sola de Vega,Alto,12425,214
20-278,20,278,Oaxaca,San Miguel Soyaltepec,Alto,39680,379
20-279,20,279,Oaxaca,San Miguel Suchixtepec,Alto,2665,356
20-280,20,280,Oaxaca,Villa Talea de Castro,Medio,2279,983
20-281,20,281,Oaxaca,San Miguel Tecomatlán,Bajo,266,1436
20-282,20,282,Oaxaca,San Miguel Tenango,Alto,729,429
20-283,20,283,Oaxaca,San Miguel Tequixtepec,Medio,997,1166
20-284,20,284,Oaxaca,San Miguel Tilquiápam,Muy alto,3149,72
20-285,20,285,Oaxaca,San Miguel Tlacamama,Medio,3662,775
20-286,20,286,Oaxaca,San Miguel Tlacotepec,Alto,3164,536
20-287,20,287,Oaxaca,San Miguel Tulancingo,Medio,296,895
20-288,20,288,Oaxaca,San Miguel Yotao,Alto,593,280
20-289,20,289,Oaxaca,San Nicolás,Alto,1135,582
20-290,20,290,Oaxaca,San Nicolás Hidalgo,Medio,975,1294
20-291,20,291,Oaxaca,San Pablo Coatlán,Alto,4245,449
20-292,20,292,Oaxaca,San Pablo Cuatro Venados,Alto,1411,291
20-293,20,293,Oaxaca,San Pablo Etla,Muy bajo,15993,2304
20-401,20,401,Oaxaca,Santa María Colotepec,Medio,24076,1176
20-538,20,538,Oaxaca,Sitio de Xitlapehua,Alto,669,527
20-403,20,403,Oaxaca,Santa María Coyotepec,Bajo,2971,1652
20-519,20,519,Oaxaca,Santo Domingo Tomaltepec,Medio,2988,1248
20-511,20,511,Oaxaca,Santo Domingo Nuxaá,Muy alto,3124,131
20-512,20,512,Oaxaca,Santo Domingo Ozolotepec,Alto,870,349
20-513,20,513,Oaxaca,Santo Domingo Petapa,Medio,9157,807
20-514,20,514,Oaxaca,Santo Domingo Roayaga,Muy alto,1020,138
20-515,20,515,Oaxaca,Santo Domingo Tehuantepec,Bajo,64639,1465
20-516,20,516,Oaxaca,Santo Domingo Teojomulco,Alto,5093,592
20-517,20,517,Oaxaca,Santo Domingo Tepuxtepec,Muy alto,4815,38
20-518,20,518,Oaxaca,Santo Domingo Tlatayápam,Medio,132,960
20-520,20,520,Oaxaca,Santo Domingo Tonalá,Medio,6921,1178
20-488,20,488,Oaxaca,Santiago Tepetlapa,Medio,114,1091
20-521,20,521,Oaxaca,Santo Domingo Tonaltepec,Alto,235,285
20-522,20,522,Oaxaca,Santo Domingo Xagacía,Alto,1030,336
20-523,20,523,Oaxaca,Santo Domingo Yanhuitlán,Medio,1503,1138
20-524,20,524,Oaxaca,Santo Domingo Yodohino,Medio,314,1199
20-525,20,525,Oaxaca,Santo Domingo Zanatepec,Medio,12161,1270
20-526,20,526,Oaxaca,Santos Reyes Nopala,Alto,17583,456
20-527,20,527,Oaxaca,Santos Reyes Pápalo,Alto,2600,231
20-528,20,528,Oaxaca,Santos Reyes Tepejillo,Alto,980,362
20-510,20,510,Oaxaca,Santo Domingo Ixcatlán,Alto,652,316
20-509,20,509,Oaxaca,Santo Domingo de Morelos,Muy alto,10738,116
20-508,20,508,Oaxaca,Santo Domingo Chihuitán,Bajo,1486,1571
20-507,20,507,Oaxaca,Santo Domingo Armenta,Alto,3469,652
20-490,20,490,Oaxaca,Santiago Texcalcingo,Alto,3098,235
20-491,20,491,Oaxaca,Santiago Textitlán,Alto,4404,327
20-492,20,492,Oaxaca,Santiago Tilantongo,Alto,2956,220
20-493,20,493,Oaxaca,Santiago Tillo,Medio,523,1193
20-494,20,494,Oaxaca,Santiago Tlazoyaltepec,Muy alto,4662,39
20-495,20,495,Oaxaca,Santiago Xanica,Muy alto,3101,101
20-496,20,496,Oaxaca,Santiago Xiacuí,Bajo,1736,1424
20-497,20,497,Oaxaca,Santiago Yaitepec,Muy alto,4352,85
20-498,20,498,Oaxaca,Santiago Yaveo,Alto,6885,320
20-499,20,499,Oaxaca,Santiago Yolomécatl,Bajo,2090,1626
20-500,20,500,Oaxaca,Santiago Yosondúa,Alto,8330,421
20-501,20,501,Oaxaca,Santiago Yucuyachi,Medio,936,950
20-502,20,502,Oaxaca,Santiago Zacatepec,Muy alto,5187,33
20-503,20,503,Oaxaca,Santiago Zoochila,Bajo,402,1365
20-504,20,504,Oaxaca,Nuevo Zoquiápam,Medio,1654,1050
20-505,20,505,Oaxaca,Santo Domingo Ingenio,Bajo,7965,1651
20-506,20,506,Oaxaca,Santo Domingo Albarradas,Medio,755,746
20-529,20,529,Oaxaca,Santos Reyes Yucuná,Muy alto,1380,78
20-530,20,530,Oaxaca,Santo Tomás Jalieza,Alto,3617,419
20-531,20,531,Oaxaca,Santo Tomás Mazaltepec,Medio,2632,1130
20-552,20,552,Oaxaca,Tlacotepec Plumas,Alto,438,662
20-554,20,554,Oaxaca,Totontepec Villa de Morelos,Alto,5361,300
20-555,20,555,Oaxaca,Trinidad Zaachila,Alto,3032,531
20-556,20,556,Oaxaca,La Trinidad Vista Hermosa,Medio,260,1011
20-557,20,557,Oaxaca,Unión Hidalgo,Bajo,15347,1973
20-558,20,558,Oaxaca,Valerio Trujano,Alto,1371,616
20-559,20,559,Oaxaca,San Juan Bautista Valle Nacional,Alto,22699,550
20-560,20,560,Oaxaca,Villa Díaz Ordaz,Alto,6646,538
20-561,20,561,Oaxaca,Yaxe,Muy alto,2789,154
20-562,20,562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,Medio,1554,1085
20-563,20,563,Oaxaca,Yogana,Alto,1264,238
20-564,20,564,Oaxaca,Yutanduchi de Guerrero,Alto,1129,236
20-565,20,565,Oaxaca,Villa de Zaachila,Medio,43279,763
20-566,20,566,Oaxaca,San Mateo Yucutindó,Alto,3010,225
20-567,20,567,Oaxaca,Zapotitlán Lagunas,Alto,3142,413
20-568,20,568,Oaxaca,Zapotitlán Palmas,Medio,1431,1046
20-569,20,569,Oaxaca,Santa Inés de Zaragoza,Alto,1616,348
20-570,20,570,Oaxaca,Zimatlán de Álvarez,Medio,19849,870
20-553,20,553,Oaxaca,Tlalixtac de Cabrera,Bajo,10208,1427
20-551,20,551,Oaxaca,Tlacolula de Matamoros,Medio,22545,1275
20-532,20,532,Oaxaca,Santo Tomás Ocotepec,Muy alto,3705,142
20-550,20,550,Oaxaca,San Jerónimo Tlacochahuaya,Medio,5491,822
20-533,20,533,Oaxaca,Santo Tomás Tamazulapan,Medio,2132,835
20-534,20,534,Oaxaca,San Vicente Coatlán,Muy alto,3923,112
20-535,20,535,Oaxaca,San Vicente Lachixío,Alto,2961,188
20-536,20,536,Oaxaca,San Vicente Nuñú,Alto,413,694
20-537,20,537,Oaxaca,Silacayoápam,Medio,6495,849
20-232,20,232,Oaxaca,San Lucas Ojitlán,Alto,20085,294
20-539,20,539,Oaxaca,Soledad Etla,Medio,5591,1229
20-540,20,540,Oaxaca,Villa de Tamazulápam del Progreso,Bajo,7707,1672
20-541,20,541,Oaxaca,Tanetze de Zaragoza,Alto,1622,678
20-542,20,542,Oaxaca,Taniche,Alto,825,552
20-543,20,543,Oaxaca,Tataltepec de Valdés,Alto,5869,305
20-544,20,544,Oaxaca,Teococuilco de Marcos Pérez,Medio,1016,902
20-545,20,545,Oaxaca,Teotitlán de Flores Magón,Bajo,9876,1549
20-546,20,546,Oaxaca,Teotitlán del Valle,Medio,5784,792
20-547,20,547,Oaxaca,Teotongo,Medio,931,1104
20-548,20,548,Oaxaca,Tepelmeme Villa de Morelos,Alto,1607,501
20-549,20,549,Oaxaca,Tezoatlán de Segura y Luna,Alto,11034,651
20-489,20,489,Oaxaca,Santiago Tetepec,Alto,4994,517
20-487,20,487,Oaxaca,Santiago Tenango,Alto,1995,566
20-404,20,404,Oaxaca,Santa María Chachoápam,Bajo,733,1364
20-434,20,434,Oaxaca,Santa María Teopoxco,Alto,4214,325
20-426,20,426,Oaxaca,Santa María Peñoles,Muy alto,8593,53
20-427,20,427,Oaxaca,Santa María Petapa,ND,16518,ND 
20-428,20,428,Oaxaca,Santa María Quiegolani,Alto,1924,355
20-429,20,429,Oaxaca,Santa María Sola,Alto,1471,303
20-430,20,430,Oaxaca,Santa María Tataltepec,Alto,360,270
20-431,20,431,Oaxaca,Santa María Tecomavaca,Medio,1692,815
20-432,20,432,Oaxaca,Santa María Temaxcalapa,Medio,901,1228
20-433,20,433,Oaxaca,Santa María Temaxcaltepec,Muy alto,2571,82
20-435,20,435,Oaxaca,Santa María Tepantlali,Muy alto,3465,47
20-486,20,486,Oaxaca,Villa Tejúpam de la Unión,Medio,2403,783
20-436,20,436,Oaxaca,Santa María Texcatitlán,Muy alto,981,37
20-437,20,437,Oaxaca,Santa María Tlahuitoltepec,Muy alto,8922,168
20-438,20,438,Oaxaca,Santa María Tlalixtac,Alto,1635,319
20-439,20,439,Oaxaca,Santa María Tonameca,Alto,25130,386
20-440,20,440,Oaxaca,Santa María Totolapilla,Medio,839,874
20-441,20,441,Oaxaca,Santa María Xadani,Alto,8795,707
20-442,20,442,Oaxaca,Santa María Yalina,Medio,267,989
20-443,20,443,Oaxaca,Santa María Yavesía,Alto,472,665
20-425,20,425,Oaxaca,Santa María Pápalo,Alto,2086,217
20-424,20,424,Oaxaca,Santa María Ozolotepec,Alto,3894,215
20-423,20,423,Oaxaca,Santa María Nduayaco,Alto,466,666
20-422,20,422,Oaxaca,Santa María Nativitas,Alto,585,713
20-405,20,405,Oaxaca,Villa de Chilapa de Díaz,Medio,2110,1012
20-406,20,406,Oaxaca,Santa María Chilchotla,Muy alto,20328,10
20-407,20,407,Oaxaca,Santa María Chimalapa,ND,9078,ND 
20-408,20,408,Oaxaca,Santa María del Rosario,Alto,482,537
20-409,20,409,Oaxaca,Santa María del Tule,Muy bajo,8918,2234
20-410,20,410,Oaxaca,Santa María Ecatepec,Alto,3353,676
20-411,20,411,Oaxaca,Santa María Guelacé,Medio,813,1156
20-412,20,412,Oaxaca,Santa María Guienagati,Muy alto,3168,161
20-413,20,413,Oaxaca,Santa María Huatulco,Bajo,45680,1554
20-414,20,414,Oaxaca,Santa María Huazolotitlán,Medio,11400,777
20-415,20,415,Oaxaca,Santa María Ipalapa,Medio,4990,756
20-416,20,416,Oaxaca,Santa María Ixcatlán,Alto,488,201
20-417,20,417,Oaxaca,Santa María Jacatepec,Medio,9474,790
20-418,20,418,Oaxaca,Santa María Jalapa del Marqués,Bajo,13148,1397
20-419,20,419,Oaxaca,Santa María Jaltianguis,Medio,499,1241
20-420,20,420,Oaxaca,Santa María Lachixío,Alto,1844,203
20-421,20,421,Oaxaca,Santa María Mixtequilla,Bajo,4555,1568
20-444,20,444,Oaxaca,Santa María Yolotepec,Alto,411,359
20-445,20,445,Oaxaca,Santa María Yosoyúa,Alto,1514,178
20-446,20,446,Oaxaca,Santa María Yucuhiti,Muy alto,6048,137
20-467,20,467,Oaxaca,Santiago Jamiltepec,Medio,19201,851
20-469,20,469,Oaxaca,Santiago Juxtlahuaca,Alto,36275,384
20-470,20,470,Oaxaca,Santiago Lachiguiri,Alto,4886,402
20-471,20,471,Oaxaca,Santiago Lalopa,Alto,498,555
20-472,20,472,Oaxaca,Santiago Laollaga,Medio,3326,1227
20-473,20,473,Oaxaca,Santiago Laxopa,Alto,1292,633
20-474,20,474,Oaxaca,Santiago Llano Grande,Medio,3284,1131
20-475,20,475,Oaxaca,Santiago Matatlán,Alto,9681,544
20-476,20,476,Oaxaca,Santiago Miltepec,Bajo,393,1353
20-477,20,477,Oaxaca,Santiago Minas,Alto,1445,526
20-478,20,478,Oaxaca,Santiago Nacaltepec,Alto,1785,485
20-479,20,479,Oaxaca,Santiago Nejapilla,Alto,202,370
20-480,20,480,Oaxaca,Santiago Nundiche,Muy alto,877,144
20-481,20,481,Oaxaca,Santiago Nuyoó,Muy alto,1820,67
20-482,20,482,Oaxaca,Santiago Pinotepa Nacional,Medio,53148,924
20-483,20,483,Oaxaca,Santiago Suchilquitongo,Medio,10397,751
20-484,20,484,Oaxaca,Santiago Tamazola,Medio,4250,836
20-485,20,485,Oaxaca,Santiago Tapextla,Alto,3208,344
20-468,20,468,Oaxaca,Santiago Jocotepec,Alto,14135,259
20-466,20,466,Oaxaca,Santiago Ixtayutla,Muy alto,13041,12
20-447,20,447,Oaxaca,Santa María Zacatepec,Alto,16340,664
20-465,20,465,Oaxaca,Santiago Ixcuintepec,Alto,1598,310
20-448,20,448,Oaxaca,Santa María Zaniza,Muy alto,2234,115
20-449,20,449,Oaxaca,Santa María Zoquitlán,Medio,2939,819
20-450,20,450,Oaxaca,Santiago Amoltepec,Muy alto,12683,15
20-451,20,451,Oaxaca,Santiago Apoala,Muy alto,875,55
20-452,20,452,Oaxaca,Santiago Apóstol,Muy alto,3995,167
20-453,20,453,Oaxaca,Santiago Astata,Medio,3708,1230
20-454,20,454,Oaxaca,Santiago Atitlán,Alto,2920,207
20-455,20,455,Oaxaca,Santiago Ayuquililla,Alto,2583,513
20-456,20,456,Oaxaca,Santiago Cacaloxtepec,Medio,1441,906
20-457,20,457,Oaxaca,Santiago Camotlán,Alto,3082,254
20-458,20,458,Oaxaca,Santiago Comaltepec,Alto,967,541
20-459,20,459,Oaxaca,Santiago Chazumba,Medio,4371,1081
20-460,20,460,Oaxaca,Santiago Choápam,Alto,4983,271
20-461,20,461,Oaxaca,Santiago del Río,Alto,518,261
20-462,20,462,Oaxaca,Santiago Huajolotitlán,Bajo,4083,1350
20-463,20,463,Oaxaca,Santiago Huauclilla,Alto,529,542
20-464,20,464,Oaxaca,Santiago Ihuitlán Plumas,Alto,351,506
20-233,20,233,Oaxaca,San Lucas Quiaviní,Alto,1736,393
20-231,20,231,Oaxaca,San Lucas Camotlán,Muy alto,2961,66
20-72,20,72,Oaxaca,San José del Progreso,Muy alto,6822,174
20-85,20,85,Oaxaca,San Agustín Loxicha,Muy alto,24467,36
20-83,20,83,Oaxaca,San Agustín de las Juntas,Bajo,9342,1750
20-82,20,82,Oaxaca,San Agustín Chayuco,Alto,4099,587
20-81,20,81,Oaxaca,San Agustín Atenango,Alto,1760,602
20-80,20,80,Oaxaca,San Agustín Amatengo,Alto,1459,568
20-79,20,79,Oaxaca,Salina Cruz,Muy bajo,89211,2108
20-78,20,78,Oaxaca,Rojas de Cuauhtémoc,Bajo,1095,1752
20-77,20,77,Oaxaca,Reyes Etla,Medio,3757,1067
